product_id,product_name,product_brand,category,price,rating,rating_count,product_link,smart_feature,screen_size_inch
TVPROD0040,"Samsung 40"" HD Smart LED TV with Tizen",Samsung,TV,409.56,4.9,7883,https://www.amazon.com/dp/TVPROD0040,Yes,40
TVPROD0041,"Philips 40"" Full HD Smart LED TV with Roku",Philips,TV,654.46,4.4,8724,https://www.amazon.com/dp/TVPROD0041,Yes,40
TVPROD0042,"Hisense 75"" Full HD Smart LED TV with Roku",Hisense,TV,1613.08,4.6,9456,https://www.amazon.com/dp/TVPROD0042,Yes,75
TVPROD0043,"Philips 60"" HD Smart LED TV with Android",Philips,TV,356.3,4.4,8460,https://www.amazon.com/dp/TVPROD0043,No,60
TVPROD0044,"Sony 55"" 8K UHD Smart LED TV with Tizen",Sony,TV,881.69,4.5,765,https://www.amazon.com/dp/TVPROD0044,No,55
TVPROD0045,"Panasonic 60"" HD Smart LED TV with Android",Panasonic,TV,1038.22,4.9,5571,https://www.amazon.com/dp/TVPROD0045,Yes,60
TVPROD0046,"TCL 32"" 8K UHD Smart LED TV with Android",TCL,TV,613.78,4.5,7791,https://www.amazon.com/dp/TVPROD0046,Yes,32
TVPROD0047,"TCL 24"" 8K UHD Smart LED TV with Roku",TCL,TV,392.22,4.2,3633,https://www.amazon.com/dp/TVPROD0047,Yes,24
TVPROD0048,"TCL 48"" HD Smart LED TV with WebOS",TCL,TV,924.34,4.5,1077,https://www.amazon.com/dp/TVPROD0048,Yes,48
TVPROD0049,"Insignia 75"" HD Smart LED TV with Tizen",Insignia,TV,1139.51,4.8,5302,https://www.amazon.com/dp/TVPROD0049,Yes,75
TVPROD0050,"Insignia 75"" Full HD Smart LED TV with Tizen",Insignia,TV,439.97,4.5,5987,https://www.amazon.com/dp/TVPROD0050,No,75
TVPROD0051,"LG 24"" Full HD Smart LED TV with Roku",LG,TV,473.96,4.4,1151,https://www.amazon.com/dp/TVPROD0051,Yes,24
TVPROD0052,"Philips 65"" 8K UHD Smart LED TV with Fire TV",Philips,TV,1067.06,4.3,7516,https://www.amazon.com/dp/TVPROD0052,No,65
TVPROD0053,"Sharp 58"" HD Smart LED TV with Tizen",Sharp,TV,635.76,4.3,5693,https://www.amazon.com/dp/TVPROD0053,No,58
TVPROD0054,"Vizio 55"" Full HD Smart LED TV with Roku",Vizio,TV,724.52,4.6,6020,https://www.amazon.com/dp/TVPROD0054,No,55
TVPROD0055,"Philips 85"" HD Smart LED TV with Fire TV",Philips,TV,858.79,4.2,1748,https://www.amazon.com/dp/TVPROD0055,No,85
TVPROD0056,"Hisense 60"" 4K UHD Smart LED TV with Roku",Hisense,TV,932.77,4.7,1165,https://www.amazon.com/dp/TVPROD0056,No,60
TVPROD0057,"Sony 85"" 8K UHD Smart LED TV with Tizen",Sony,TV,1825.65,4.3,8350,https://www.amazon.com/dp/TVPROD0057,Yes,85
TVPROD0058,"Samsung 24"" HD Smart LED TV with Android",Samsung,TV,268.19,4.5,110,https://www.amazon.com/dp/TVPROD0058,No,24
TVPROD0059,"Panasonic 40"" Full HD Smart LED TV with Roku",Panasonic,TV,372.87,4.8,2266,https://www.amazon.com/dp/TVPROD0059,Yes,40
TVPROD0060,"Philips 65"" Full HD Smart LED TV with Tizen",Philips,TV,1290.65,4.5,7268,https://www.amazon.com/dp/TVPROD0060,Yes,65
TVPROD0061,"Samsung 65"" 4K UHD Smart LED TV with Roku",Samsung,TV,407.8,4.5,9055,https://www.amazon.com/dp/TVPROD0061,Yes,65
TVPROD0062,"LG 28"" 4K UHD Smart LED TV with Tizen",LG,TV,268.89,4.5,1243,https://www.amazon.com/dp/TVPROD0062,No,28
TVPROD0063,"LG 40"" 4K UHD Smart LED TV with WebOS",LG,TV,827.14,4.8,3486,https://www.amazon.com/dp/TVPROD0063,Yes,40
TVPROD0064,"Philips 40"" 8K UHD Smart LED TV with Roku",Philips,TV,810.17,4.4,4073,https://www.amazon.com/dp/TVPROD0064,Yes,40
TVPROD0065,"LG 55"" 4K UHD Smart LED TV with Roku",LG,TV,436.78,4.7,2943,https://www.amazon.com/dp/TVPROD0065,Yes,55
TVPROD0066,"Sony 75"" 4K UHD Smart LED TV with Tizen",Sony,TV,959.21,4.6,8296,https://www.amazon.com/dp/TVPROD0066,No,75
TVPROD0067,"Panasonic 48"" 8K UHD Smart LED TV with Roku",Panasonic,TV,503.64,4.8,7332,https://www.amazon.com/dp/TVPROD0067,Yes,48
TVPROD0068,"Insignia 50"" HD Smart LED TV with Fire TV",Insignia,TV,975.14,4.7,3528,https://www.amazon.com/dp/TVPROD0068,Yes,50
TVPROD0069,"Sharp 32"" Full HD Smart LED TV with WebOS",Sharp,TV,341.2,4.5,3725,https://www.amazon.com/dp/TVPROD0069,Yes,32
TVPROD0070,"TCL 48"" 4K UHD Smart LED TV with WebOS",TCL,TV,910.78,4.8,9648,https://www.amazon.com/dp/TVPROD0070,No,48
TVPROD0071,"LG 32"" 8K UHD Smart LED TV with Tizen",LG,TV,353.01,4.5,9114,https://www.amazon.com/dp/TVPROD0071,No,32
TVPROD0072,"Panasonic 40"" 4K UHD Smart LED TV with Android",Panasonic,TV,218.64,4.6,3804,https://www.amazon.com/dp/TVPROD0072,No,40
TVPROD0073,"Sharp 85"" 4K UHD Smart LED TV with Tizen",Sharp,TV,646.21,4.5,8840,https://www.amazon.com/dp/TVPROD0073,Yes,85
TVPROD0074,"Vizio 43"" 4K UHD Smart LED TV with WebOS",Vizio,TV,655.83,4.1,7897,https://www.amazon.com/dp/TVPROD0074,Yes,43
TVPROD0075,"LG 32"" HD Smart LED TV with WebOS",LG,TV,486.5,4.5,7458,https://www.amazon.com/dp/TVPROD0075,Yes,32
TVPROD0076,"LG 58"" 8K UHD Smart LED TV with WebOS",LG,TV,454.07,4.9,276,https://www.amazon.com/dp/TVPROD0076,Yes,58
TVPROD0077,"Samsung 60"" Full HD Smart LED TV with Fire TV",Samsung,TV,605.53,4.1,2708,https://www.amazon.com/dp/TVPROD0077,Yes,60
TVPROD0078,"Samsung 70"" HD Smart LED TV with Android",Samsung,TV,1314.79,4.4,4363,https://www.amazon.com/dp/TVPROD0078,No,70
TVPROD0079,"LG 40"" 8K UHD Smart LED TV with Android",LG,TV,212.31,4.5,946,https://www.amazon.com/dp/TVPROD0079,Yes,40
TVPROD0080,"Vizio 24"" 8K UHD Smart LED TV with Fire TV",Vizio,TV,447.64,4.4,2473,https://www.amazon.com/dp/TVPROD0080,Yes,24
TVPROD0081,"Sony 65"" Full HD Smart LED TV with Roku",Sony,TV,788.82,4.6,6765,https://www.amazon.com/dp/TVPROD0081,No,65
TVPROD0082,"Sharp 65"" 8K UHD Smart LED TV with Android",Sharp,TV,1223.47,4.8,1745,https://www.amazon.com/dp/TVPROD0082,No,65
TVPROD0083,"Panasonic 70"" Full HD Smart LED TV with Roku",Panasonic,TV,1264.52,4.1,2626,https://www.amazon.com/dp/TVPROD0083,No,70
TVPROD0084,"Sharp 55"" 4K UHD Smart LED TV with Android",Sharp,TV,472.73,4.5,3936,https://www.amazon.com/dp/TVPROD0084,No,55
TVPROD0085,"Sony 32"" 8K UHD Smart LED TV with WebOS",Sony,TV,437.53,4.8,4029,https://www.amazon.com/dp/TVPROD0085,No,32
TVPROD0086,"LG 55"" 4K UHD Smart LED TV with Android",LG,TV,1133.36,4.2,8626,https://www.amazon.com/dp/TVPROD0086,No,55
TVPROD0087,"Vizio 65"" HD Smart LED TV with Tizen",Vizio,TV,616.17,4.5,121,https://www.amazon.com/dp/TVPROD0087,Yes,65
TVPROD0088,"Vizio 65"" HD Smart LED TV with Roku",Vizio,TV,1316.39,4.8,5376,https://www.amazon.com/dp/TVPROD0088,No,65
TVPROD0089,"Samsung 58"" 4K UHD Smart LED TV with Tizen",Samsung,TV,825.69,4.5,6599,https://www.amazon.com/dp/TVPROD0089,No,58
TVPROD0090,"Hisense 60"" HD Smart LED TV with WebOS",Hisense,TV,717.54,4.5,7213,https://www.amazon.com/dp/TVPROD0090,Yes,60
TVPROD0091,"Insignia 85"" 8K UHD Smart LED TV with WebOS",Insignia,TV,1112.41,4.5,1912,https://www.amazon.com/dp/TVPROD0091,No,85
TVPROD0092,"Vizio 85"" Full HD Smart LED TV with Fire TV",Vizio,TV,1223.43,4.5,1620,https://www.amazon.com/dp/TVPROD0092,Yes,85
TVPROD0093,"Samsung 28"" 8K UHD Smart LED TV with Android",Samsung,TV,221.22,4.8,2398,https://www.amazon.com/dp/TVPROD0093,Yes,28
TVPROD0094,"Insignia 65"" HD Smart LED TV with Fire TV",Insignia,TV,986.03,4.5,112,https://www.amazon.com/dp/TVPROD0094,No,65
TVPROD0095,"TCL 85"" Full HD Smart LED TV with Roku",TCL,TV,936.31,4.5,4656,https://www.amazon.com/dp/TVPROD0095,Yes,85
TVPROD0096,"Insignia 43"" HD Smart LED TV with WebOS",Insignia,TV,544.57,4.3,8730,https://www.amazon.com/dp/TVPROD0096,No,43
TVPROD0097,"LG 32"" HD Smart LED TV with Roku",LG,TV,172.68,4.5,5098,https://www.amazon.com/dp/TVPROD0097,Yes,32
TVPROD0098,"Insignia 24"" Full HD Smart LED TV with Fire TV",Insignia,TV,381.59,4.5,4339,https://www.amazon.com/dp/TVPROD0098,Yes,24
TVPROD0099,"Hisense 75"" Full HD Smart LED TV with Android",Hisense,TV,404.18,4.8,6792,https://www.amazon.com/dp/TVPROD0099,No,75
TVPROD0100,"Panasonic 70"" 8K UHD Smart LED TV with WebOS",Panasonic,TV,1224.53,4.6,4163,https://www.amazon.com/dp/TVPROD0100,No,70
TVPROD0101,"Samsung 50"" 8K UHD Smart LED TV with Fire TV",Samsung,TV,630.44,4.3,3732,https://www.amazon.com/dp/TVPROD0101,Yes,50
TVPROD0102,"Hisense 43"" HD Smart LED TV with Android",Hisense,TV,758.07,4.5,3647,https://www.amazon.com/dp/TVPROD0102,Yes,43
TVPROD0103,"Samsung 48"" 8K UHD Smart LED TV with Tizen",Samsung,TV,794.52,4.5,50,https://www.amazon.com/dp/TVPROD0103,No,48
TVPROD0104,"Sony 75"" HD Smart LED TV with WebOS",Sony,TV,1216.8,4.7,1702,https://www.amazon.com/dp/TVPROD0104,No,75
TVPROD0105,"Hisense 40"" HD Smart LED TV with Fire TV",Hisense,TV,633,4.4,6164,https://www.amazon.com/dp/TVPROD0105,Yes,40
TVPROD0106,"Vizio 32"" Full HD Smart LED TV with Fire TV",Vizio,TV,438.22,4.4,1971,https://www.amazon.com/dp/TVPROD0106,Yes,32
TVPROD0107,"Hisense 48"" Full HD Smart LED TV with Android",Hisense,TV,770.94,4.7,7836,https://www.amazon.com/dp/TVPROD0107,No,48
TVPROD0108,"Samsung 48"" HD Smart LED TV with Fire TV",Samsung,TV,385.55,4.5,5792,https://www.amazon.com/dp/TVPROD0108,Yes,48
TVPROD0109,"Hisense 48"" Full HD Smart LED TV with Fire TV",Hisense,TV,553.46,4.8,8865,https://www.amazon.com/dp/TVPROD0109,No,48
TVPROD0110,"Hisense 70"" 4K UHD Smart LED TV with WebOS",Hisense,TV,1508.74,4.5,1054,https://www.amazon.com/dp/TVPROD0110,No,70
TVPROD0111,"Philips 24"" 8K UHD Smart LED TV with Roku",Philips,TV,317.65,4.9,7010,https://www.amazon.com/dp/TVPROD0111,Yes,24
TVPROD0112,"Samsung 58"" Full HD Smart LED TV with Fire TV",Samsung,TV,544.81,4.5,632,https://www.amazon.com/dp/TVPROD0112,Yes,58
TVPROD0113,"Vizio 50"" HD Smart LED TV with WebOS",Vizio,TV,612.22,4.3,6193,https://www.amazon.com/dp/TVPROD0113,No,50
TVPROD0114,"TCL 40"" 4K UHD Smart LED TV with Android",TCL,TV,448.08,4.2,2840,https://www.amazon.com/dp/TVPROD0114,No,40
TVPROD0115,"Panasonic 28"" HD Smart LED TV with Android",Panasonic,TV,325.16,4.4,373,https://www.amazon.com/dp/TVPROD0115,No,28
TVPROD0116,"Vizio 70"" HD Smart LED TV with Roku",Vizio,TV,1494.39,4.5,1982,https://www.amazon.com/dp/TVPROD0116,Yes,70
TVPROD0117,"TCL 60"" 4K UHD Smart LED TV with Android",TCL,TV,318.11,4.7,9815,https://www.amazon.com/dp/TVPROD0117,Yes,60
TVPROD0118,"Hisense 55"" 4K UHD Smart LED TV with Tizen",Hisense,TV,952.65,4.1,4554,https://www.amazon.com/dp/TVPROD0118,No,55
TVPROD0119,"LG 75"" Full HD Smart LED TV with Tizen",LG,TV,657.61,4.7,2005,https://www.amazon.com/dp/TVPROD0119,Yes,75
TVPROD0120,"TCL 85"" 4K UHD Smart LED TV with Tizen",TCL,TV,1626.98,4.3,6168,https://www.amazon.com/dp/TVPROD0120,Yes,85
TVPROD0121,"Hisense 50"" 8K UHD Smart LED TV with Roku",Hisense,TV,987.72,4.5,6230,https://www.amazon.com/dp/TVPROD0121,Yes,50
TVPROD0122,"Samsung 58"" HD Smart LED TV with Tizen",Samsung,TV,335.59,4.5,9786,https://www.amazon.com/dp/TVPROD0122,No,58
TVPROD0123,"Sony 65"" Full HD Smart LED TV with Roku",Sony,TV,1318.36,4.5,3716,https://www.amazon.com/dp/TVPROD0123,Yes,65
TVPROD0124,"TCL 75"" 4K UHD Smart LED TV with Fire TV",TCL,TV,856.05,4.7,2833,https://www.amazon.com/dp/TVPROD0124,Yes,75
TVPROD0125,"LG 40"" 8K UHD Smart LED TV with Fire TV",LG,TV,674.75,4.2,256,https://www.amazon.com/dp/TVPROD0125,No,40
TVPROD0126,"TCL 58"" 8K UHD Smart LED TV with Roku",TCL,TV,606.98,4.4,3639,https://www.amazon.com/dp/TVPROD0126,No,58
TVPROD0127,"Panasonic 65"" 8K UHD Smart LED TV with Tizen",Panasonic,TV,1110.44,4.5,1148,https://www.amazon.com/dp/TVPROD0127,Yes,65
TVPROD0128,"Panasonic 28"" 8K UHD Smart LED TV with Tizen",Panasonic,TV,503.56,4.5,2300,https://www.amazon.com/dp/TVPROD0128,No,28
TVPROD0129,"TCL 32"" HD Smart LED TV with Roku",TCL,TV,508.41,4.8,2447,https://www.amazon.com/dp/TVPROD0129,Yes,32
TVPROD0130,"Sharp 28"" Full HD Smart LED TV with Android",Sharp,TV,501.47,4.5,2737,https://www.amazon.com/dp/TVPROD0130,No,28
TVPROD0131,"TCL 65"" 8K UHD Smart LED TV with Android",TCL,TV,1129.72,4.4,902,https://www.amazon.com/dp/TVPROD0131,Yes,65
TVPROD0132,"Hisense 60"" Full HD Smart LED TV with Android",Hisense,TV,1136.85,4.5,4804,https://www.amazon.com/dp/TVPROD0132,Yes,60
TVPROD0133,"Panasonic 70"" Full HD Smart LED TV with Fire TV",Panasonic,TV,519.78,4.5,4861,https://www.amazon.com/dp/TVPROD0133,No,70
TVPROD0134,"Hisense 28"" Full HD Smart LED TV with Android",Hisense,TV,431.99,4.5,3884,https://www.amazon.com/dp/TVPROD0134,No,28
TVPROD0135,"Vizio 58"" Full HD Smart LED TV with Tizen",Vizio,TV,1068.35,4.9,7918,https://www.amazon.com/dp/TVPROD0135,Yes,58
TVPROD0136,"Panasonic 40"" 4K UHD Smart LED TV with Fire TV",Panasonic,TV,559.21,4.6,4971,https://www.amazon.com/dp/TVPROD0136,No,40
TVPROD0137,"TCL 40"" 4K UHD Smart LED TV with Tizen",TCL,TV,284.53,4.5,507,https://www.amazon.com/dp/TVPROD0137,No,40
TVPROD0138,"Hisense 24"" HD Smart LED TV with Android",Hisense,TV,421.73,4.4,4652,https://www.amazon.com/dp/TVPROD0138,No,24
TVPROD0139,"Hisense 55"" Full HD Smart LED TV with Android",Hisense,TV,1116.71,4.7,6315,https://www.amazon.com/dp/TVPROD0139,No,55
TVPROD0140,"LG 65"" 8K UHD Smart LED TV with Tizen",LG,TV,557.87,4.7,2045,https://www.amazon.com/dp/TVPROD0140,Yes,65
TVPROD0141,"TCL 58"" HD Smart LED TV with Tizen",TCL,TV,501.66,4.5,2100,https://www.amazon.com/dp/TVPROD0141,Yes,58
TVPROD0142,"Philips 28"" HD Smart LED TV with Tizen",Philips,TV,376.22,4.1,247,https://www.amazon.com/dp/TVPROD0142,No,28
TVPROD0143,"Samsung 28"" 4K UHD Smart LED TV with Android",Samsung,TV,409.11,4.5,2990,https://www.amazon.com/dp/TVPROD0143,Yes,28
TVPROD0144,"Samsung 24"" Full HD Smart LED TV with Android",Samsung,TV,448.34,4.5,9565,https://www.amazon.com/dp/TVPROD0144,No,24
TVPROD0145,"Vizio 40"" HD Smart LED TV with Roku",Vizio,TV,464.71,4.7,9074,https://www.amazon.com/dp/TVPROD0145,Yes,40
TVPROD0146,"Sharp 48"" Full HD Smart LED TV with Roku",Sharp,TV,961.22,4.5,3970,https://www.amazon.com/dp/TVPROD0146,Yes,48
TVPROD0147,"Sharp 28"" HD Smart LED TV with WebOS",Sharp,TV,485.09,4.7,4185,https://www.amazon.com/dp/TVPROD0147,Yes,28
TVPROD0148,"Sharp 75"" 8K UHD Smart LED TV with Tizen",Sharp,TV,1366.92,4.7,9256,https://www.amazon.com/dp/TVPROD0148,Yes,75
TVPROD0149,"LG 48"" HD Smart LED TV with Android",LG,TV,679.62,4.8,7004,https://www.amazon.com/dp/TVPROD0149,No,48
TVPROD0150,"Sony 58"" 4K UHD Smart LED TV with Fire TV",Sony,TV,392.81,4.3,4728,https://www.amazon.com/dp/TVPROD0150,No,58
TVPROD0151,"Hisense 60"" 8K UHD Smart LED TV with WebOS",Hisense,TV,393.07,4.8,8037,https://www.amazon.com/dp/TVPROD0151,Yes,60
TVPROD0152,"Samsung 40"" Full HD Smart LED TV with WebOS",Samsung,TV,248.89,4.7,1915,https://www.amazon.com/dp/TVPROD0152,Yes,40
TVPROD0153,"Philips 60"" HD Smart LED TV with Fire TV",Philips,TV,413.55,4.5,2500,https://www.amazon.com/dp/TVPROD0153,Yes,60
TVPROD0154,"TCL 58"" Full HD Smart LED TV with Fire TV",TCL,TV,1238.23,4.2,6623,https://www.amazon.com/dp/TVPROD0154,No,58
TVPROD0155,"Samsung 28"" Full HD Smart LED TV with Fire TV",Samsung,TV,504.69,4.5,5206,https://www.amazon.com/dp/TVPROD0155,No,28
TVPROD0156,"Panasonic 75"" 4K UHD Smart LED TV with WebOS",Panasonic,TV,564.09,4.4,1024,https://www.amazon.com/dp/TVPROD0156,No,75
TVPROD0157,"Sharp 55"" Full HD Smart LED TV with Tizen",Sharp,TV,660.13,4.5,3630,https://www.amazon.com/dp/TVPROD0157,Yes,55
TVPROD0158,"Philips 32"" HD Smart LED TV with Android",Philips,TV,303.47,4.3,6363,https://www.amazon.com/dp/TVPROD0158,Yes,32
TVPROD0159,"Panasonic 24"" Full HD Smart LED TV with Tizen",Panasonic,TV,445.92,4.3,7426,https://www.amazon.com/dp/TVPROD0159,Yes,24
TVPROD0160,"Insignia 43"" HD Smart LED TV with Android",Insignia,TV,336.31,4.6,2941,https://www.amazon.com/dp/TVPROD0160,Yes,43
TVPROD0161,"LG 58"" 4K UHD Smart LED TV with Android",LG,TV,669.03,4.3,5974,https://www.amazon.com/dp/TVPROD0161,Yes,58
TVPROD0162,"Sharp 65"" Full HD Smart LED TV with Fire TV",Sharp,TV,692.56,4.6,611,https://www.amazon.com/dp/TVPROD0162,No,65
TVPROD0163,"LG 32"" HD Smart LED TV with Tizen",LG,TV,204.47,4.5,4988,https://www.amazon.com/dp/TVPROD0163,No,32
TVPROD0164,"TCL 32"" Full HD Smart LED TV with Roku",TCL,TV,691.03,4.5,7792,https://www.amazon.com/dp/TVPROD0164,Yes,32
TVPROD0165,"Panasonic 50"" 4K UHD Smart LED TV with Fire TV",Panasonic,TV,897.32,4.5,6127,https://www.amazon.com/dp/TVPROD0165,No,50
TVPROD0166,"Insignia 85"" 8K UHD Smart LED TV with WebOS",Insignia,TV,776.35,4.5,4876,https://www.amazon.com/dp/TVPROD0166,Yes,85
TVPROD0167,"Insignia 40"" 4K UHD Smart LED TV with WebOS",Insignia,TV,578.26,4.1,8677,https://www.amazon.com/dp/TVPROD0167,Yes,40
TVPROD0168,"Hisense 85"" 4K UHD Smart LED TV with Tizen",Hisense,TV,1749.27,4.5,1946,https://www.amazon.com/dp/TVPROD0168,Yes,85
TVPROD0169,"Samsung 28"" 4K UHD Smart LED TV with Fire TV",Samsung,TV,584.87,4.4,9182,https://www.amazon.com/dp/TVPROD0169,No,28
TVPROD0170,"Hisense 40"" 4K UHD Smart LED TV with Fire TV",Hisense,TV,847.98,4.8,1209,https://www.amazon.com/dp/TVPROD0170,Yes,40
TVPROD0171,"Insignia 28"" HD Smart LED TV with Android",Insignia,TV,502.71,4.8,5524,https://www.amazon.com/dp/TVPROD0171,No,28
TVPROD0172,"Sharp 75"" 4K UHD Smart LED TV with Fire TV",Sharp,TV,427.25,4.5,1797,https://www.amazon.com/dp/TVPROD0172,No,75
TVPROD0173,"TCL 85"" Full HD Smart LED TV with Android",TCL,TV,666.83,4.5,4142,https://www.amazon.com/dp/TVPROD0173,No,85
TVPROD0174,"Samsung 85"" 4K UHD Smart LED TV with Tizen",Samsung,TV,525.71,4.3,2022,https://www.amazon.com/dp/TVPROD0174,Yes,85
TVPROD0175,"TCL 70"" HD Smart LED TV with Android",TCL,TV,507.32,4.5,872,https://www.amazon.com/dp/TVPROD0175,Yes,70
TVPROD0176,"Vizio 58"" HD Smart LED TV with Android",Vizio,TV,1267.95,4.7,1189,https://www.amazon.com/dp/TVPROD0176,No,58
